label,seq,node_id,lat,lng,highway_tag,connected_edge_count,street_view_url,nearby_stop_tag,nearby_stop_node_id,nearby_stop_dist_m
千葉→幕張本郷,15,248753347,35.6215688,140.1170288,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6215688,140.1170288",,,
千葉→幕張本郷,16,1889468316,35.6216007,140.1171236,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6216007,140.1171236",,,
千葉→幕張本郷,17,1889468373,35.6222011,140.1168312,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6222011,140.1168312",,,
千葉→幕張本郷,18,2802492714,35.6237129,140.1159554,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6237129,140.1159554",,,
千葉→幕張本郷,19,2802492715,35.6237473,140.1160560,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6237473,140.1160560",,,
千葉→幕張本郷,20,1840910315,35.6251688,140.1155077,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6251688,140.1155077",,,
千葉→幕張本郷,21,1840910316,35.6251683,140.1153836,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6251683,140.1153836",,,
千葉→幕張本郷,22,6640437253,35.6256909,140.1151864,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6256909,140.1151864",,,
千葉→幕張本郷,23,1840910324,35.6261556,140.1149931,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6261556,140.1149931",,,
千葉→幕張本郷,24,1882276424,35.6261910,140.1150861,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6261910,140.1150861",,,
千葉→幕張本郷,25,1840910332,35.6265049,140.1147894,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6265049,140.1147894",,,
千葉→幕張本郷,26,1889468543,35.6267710,140.1147940,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6267710,140.1147940",,,
千葉→幕張本郷,27,1662550359,35.6282160,140.1138200,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6282160,140.1138200",,,
千葉→幕張本郷,28,1889468660,35.6300758,140.1132273,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6300758,140.1132273",,,
千葉→幕張本郷,29,1889468658,35.6300663,140.1131205,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6300663,140.1131205",,,
千葉→幕張本郷,30,2422629538,35.6304556,140.1131001,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6304556,140.1131001",,,
千葉→幕張本郷,31,1824963485,35.6309879,140.1128454,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6309879,140.1128454",,,
千葉→幕張本郷,32,1824963484,35.6310115,140.1129584,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6310115,140.1129584",,,
千葉→幕張本郷,33,771388163,35.6322132,140.1126226,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6322132,140.1126226",,,
千葉→幕張本郷,34,771388159,35.6323895,140.1124526,traffic_signals,5,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6323895,140.1124526",,,
千葉→幕張本郷,35,248752218,35.6324321,140.1125577,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6324321,140.1125577",,,
千葉→幕張本郷,36,1889468758,35.6329456,140.1124135,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6329456,140.1124135",,,
千葉→幕張本郷,37,2422703945,35.6329296,140.1123016,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6329296,140.1123016",,,
千葉→幕張本郷,38,5378179410,35.6345962,140.1118398,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6345962,140.1118398",,,
千葉→幕張本郷,39,248752208,35.6356897,140.1109021,,5,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6356897,140.1109021",,,
千葉→幕張本郷,40,6118888008,35.6369225,140.1093391,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6369225,140.1093391",,,
千葉→幕張本郷,41,247399827,35.6369837,140.1092616,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6369837,140.1092616",,,
千葉→幕張本郷,42,1889469063,35.6371878,140.1089993,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6371878,140.1089993",,,
千葉→幕張本郷,43,1867338735,35.6378209,140.1081929,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6378209,140.1081929",,,
千葉→幕張本郷,44,1867338792,35.6393555,140.1061049,traffic_signals,5,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6393555,140.1061049",,,
千葉→幕張本郷,45,2412111100,35.6394516,140.1057229,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6394516,140.1057229",,,
千葉→幕張本郷,46,2043475115,35.6395660,140.1049905,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6395660,140.1049905",,,
千葉→幕張本郷,47,11889461223,35.6395939,140.1046645,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6395939,140.1046645",,,
千葉→幕張本郷,48,1867338806,35.6396319,140.1038134,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6396319,140.1038134",,,
千葉→幕張本郷,49,1889469168,35.6395686,140.1027326,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6395686,140.1027326",,,
千葉→幕張本郷,50,1867338795,35.6395015,140.1017379,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6395015,140.1017379",,,
千葉→幕張本郷,51,1915167215,35.6393539,140.1006172,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6393539,140.1006172",,,
千葉→幕張本郷,52,1889469159,35.6392554,140.0998960,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6392554,140.0998960",,,
千葉→幕張本郷,53,1889469156,35.6391057,140.0988739,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6391057,140.0988739",,,
千葉→幕張本郷,54,1915167214,35.6390989,140.0988233,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6390989,140.0988233",,,
千葉→幕張本郷,55,1741022912,35.6389405,140.0977271,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6389405,140.0977271",,,
千葉→幕張本郷,56,1580828178,35.6388187,140.0968749,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6388187,140.0968749",,,
千葉→幕張本郷,57,1741022910,35.6387916,140.0966693,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6387916,140.0966693",,,
千葉→幕張本郷,58,1741022905,35.6386445,140.0956016,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6386445,140.0956016",,,
千葉→幕張本郷,59,1580827975,35.6386017,140.0952875,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6386017,140.0952875",,,
千葉→幕張本郷,60,1741022899,35.6384636,140.0943945,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6384636,140.0943945",,,
千葉→幕張本郷,61,247399798,35.6384066,140.0940380,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6384066,140.0940380",,,
千葉→幕張本郷,62,247399797,35.6383280,140.0934599,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6383280,140.0934599",,,
千葉→幕張本郷,63,1900922769,35.6387601,140.0931514,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6387601,140.0931514",,,
千葉→幕張本郷,64,2293581523,35.6390278,140.0929550,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6390278,140.0929550",,,
千葉→幕張本郷,65,1900922784,35.6394298,140.0926581,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6394298,140.0926581",,,
千葉→幕張本郷,66,391272881,35.6397810,140.0924110,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6397810,140.0924110",,,
千葉→幕張本郷,67,2043475120,35.6404741,140.0919204,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6404741,140.0919204",,,
千葉→幕張本郷,68,247408375,35.6407252,140.0917352,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6407252,140.0917352",,,
千葉→幕張本郷,69,2043475131,35.6410611,140.0914959,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6410611,140.0914959",,,
千葉→幕張本郷,70,6991570953,35.6412734,140.0913404,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6412734,140.0913404",,,
千葉→幕張本郷,71,2043475155,35.6422896,140.0906109,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6422896,140.0906109",,,
千葉→幕張本郷,72,2043475176,35.6426551,140.0903577,traffic_signals,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6426551,140.0903577",,,
千葉→幕張本郷,73,2043475219,35.6434352,140.0897793,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6434352,140.0897793",,,
千葉→幕張本郷,74,2043475245,35.6439345,140.0894362,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6439345,140.0894362",,,
千葉→幕張本郷,75,2043475253,35.6442102,140.0892413,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6442102,140.0892413",,,
千葉→幕張本郷,76,2672500891,35.6451579,140.0885309,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6451579,140.0885309",,,
千葉→幕張本郷,77,2293581705,35.6453910,140.0883433,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6453910,140.0883433",,,
千葉→幕張本郷,78,2293581708,35.6457597,140.0880429,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6457597,140.0880429",,,
千葉→幕張本郷,79,1554934083,35.6467597,140.0872737,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6467597,140.0872737",,,
千葉→幕張本郷,80,2320365489,35.6471943,140.0869342,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6471943,140.0869342",,,
千葉→幕張本郷,81,4903559121,35.6473660,140.0868144,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6473660,140.0868144",,,
千葉→幕張本郷,82,2293581718,35.6477283,140.0865616,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6477283,140.0865616",,,
千葉→幕張本郷,83,4903559131,35.6478685,140.0864598,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6478685,140.0864598",,,
千葉→幕張本郷,84,395229579,35.6481965,140.0862216,traffic_signals,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6481965,140.0862216",,,
千葉→幕張本郷,85,13470416962,35.6472434,140.0850455,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6472434,140.0850455",,,
千葉→幕張本郷,86,1557088116,35.6478272,140.0833737,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6478272,140.0833737",,,
千葉→幕張本郷,87,1557167560,35.6488509,140.0819599,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6488509,140.0819599",,,
千葉→幕張本郷,88,1557167550,35.6488873,140.0808105,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6488873,140.0808105",,,
千葉→幕張本郷,89,1557167599,35.6488597,140.0795948,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6488597,140.0795948",,,
千葉→幕張本郷,90,7126158775,35.6488583,140.0790733,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6488583,140.0790733",,,
千葉→幕張本郷,91,1557167159,35.6488566,140.0784547,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6488566,140.0784547",,,
千葉→幕張本郷,92,1557167170,35.6490357,140.0784571,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6490357,140.0784571",,,
千葉→幕張本郷,93,1557167574,35.6491213,140.0771101,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6491213,140.0771101",,,
千葉→幕張本郷,94,1557167528,35.6491626,140.0767269,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6491626,140.0767269",,,
千葉→幕張本郷,95,1557167345,35.6494520,140.0749519,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6494520,140.0749519",,,
千葉→幕張本郷,96,1532258226,35.6496555,140.0741134,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6496555,140.0741134",,,
千葉→幕張本郷,97,1532258115,35.6500605,140.0737691,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6500605,140.0737691",,,
千葉→幕張本郷,98,1532258114,35.6501811,140.0734211,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6501811,140.0734211",,,
千葉→幕張本郷,99,1532258121,35.6503598,140.0728802,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6503598,140.0728802",,,
千葉→幕張本郷,100,1532258227,35.6505401,140.0723182,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6505401,140.0723182",,,
千葉→幕張本郷,101,1532203601,35.6507221,140.0717698,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6507221,140.0717698",,,
千葉→幕張本郷,102,1532258222,35.6509183,140.0711822,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6509183,140.0711822",,,
千葉→幕張本郷,103,1532258219,35.6511811,140.0703988,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6511811,140.0703988",,,
千葉→幕張本郷,104,1532203373,35.6513789,140.0698021,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6513789,140.0698021",,,
千葉→幕張本郷,105,1530702412,35.6515199,140.0693656,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6515199,140.0693656",,,
千葉→幕張本郷,106,1530702323,35.6516837,140.0694999,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6516837,140.0694999",,,
千葉→幕張本郷,107,1741023067,35.6522044,140.0679296,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6522044,140.0679296",,,
千葉→幕張本郷,108,1873966153,35.6522209,140.0679357,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6522209,140.0679357",,,
千葉→幕張本郷,109,4638635257,35.6524793,140.0671481,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6524793,140.0671481",,,
千葉→幕張本郷,110,2412973675,35.6529615,140.0655562,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6529615,140.0655562",,,
千葉→幕張本郷,111,1535208730,35.6529903,140.0655953,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6529903,140.0655953",,,
千葉→幕張本郷,112,2412973685,35.6533831,140.0653970,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6533831,140.0653970",,,
千葉→幕張本郷,113,2412973679,35.6533375,140.0649460,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6533375,140.0649460",,,
千葉→幕張本郷,114,2412973687,35.6533869,140.0644863,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6533869,140.0644863",,,
千葉→幕張本郷,115,2412973691,35.6537174,140.0640061,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6537174,140.0640061",,,
千葉→幕張本郷,116,2412973702,35.6538681,140.0639773,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6538681,140.0639773",,,
千葉→幕張本郷,117,3599766319,35.6538896,140.0639735,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6538896,140.0639735",,,
千葉→幕張本郷,118,3599766336,35.6540489,140.0636236,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6540489,140.0636236",,,
千葉→幕張本郷,119,2412973723,35.6544984,140.0635820,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6544984,140.0635820",,,
千葉→幕張本郷,120,3599766338,35.6547867,140.0635305,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6547867,140.0635305",,,
千葉→幕張本郷,121,1532276066,35.6563126,140.0639931,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6563126,140.0639931",stop,12293389478,4.72
千葉→幕張本郷,122,1535208772,35.6565989,140.0629629,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6565989,140.0629629",stop,12623149769,6.93
千葉→幕張本郷,123,1556607454,35.6559864,140.0611866,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6559864,140.0611866",,,
千葉→幕張本郷,124,1556607328,35.6592015,140.0571504,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6592015,140.0571504",,,
千葉→幕張本郷,125,1556607188,35.6594757,140.0563536,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6594757,140.0563536",,,
千葉→幕張本郷,126,3894986872,35.6601008,140.0560741,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6601008,140.0560741",,,
千葉→幕張本郷,127,1556607241,35.6601896,140.0560294,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6601896,140.0560294",,,
千葉→幕張本郷,128,1556607172,35.6610379,140.0553635,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6610379,140.0553635",,,
千葉→幕張本郷,129,2192658925,35.6616355,140.0550677,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6616355,140.0550677",,,
千葉→幕張本郷,130,2046049287,35.6624817,140.0540610,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6624817,140.0540610",,,
千葉→幕張本郷,131,2192658930,35.6626666,140.0538430,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6626666,140.0538430",,,
千葉→幕張本郷,132,2046049331,35.6629750,140.0534680,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6629750,140.0534680",,,
千葉→幕張本郷,133,2046049548,35.6638592,140.0524084,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6638592,140.0524084",,,
千葉→幕張本郷,134,13390453029,35.6638303,140.0522427,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6638303,140.0522427",,,
千葉→幕張本郷,135,2046049710,35.6655266,140.0503862,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6655266,140.0503862",,,
千葉→幕張本郷,136,2046049735,35.6657927,140.0492078,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6657927,140.0492078",,,
千葉→幕張本郷,137,10012988777,35.6654237,140.0485437,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6654237,140.0485437",,,
千葉→幕張本郷,138,1646555323,35.6649816,140.0477110,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6649816,140.0477110",,,
千葉→幕張本郷,139,1646574696,35.6651263,140.0474378,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6651263,140.0474378",,,
千葉→幕張本郷,140,1646574669,35.6653273,140.0471888,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6653273,140.0471888",,,
千葉→幕張本郷,141,1535208752,35.6662218,140.0470206,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6662218,140.0470206",,,
千葉→幕張本郷,142,2191814614,35.6668589,140.0465788,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6668589,140.0465788",,,
千葉→幕張本郷,143,2625987427,35.6672886,140.0460863,traffic_signals,6,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6672886,140.0460863",,,
千葉→幕張本郷,144,1646555332,35.6682960,140.0448919,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6682960,140.0448919",,,
千葉→幕張本郷,145,1646555267,35.6690605,140.0439899,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6690605,140.0439899",,,
千葉→幕張本郷,146,1646555416,35.6698628,140.0430360,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6698628,140.0430360",,,
千葉→幕張本郷,147,1646555399,35.6701061,140.0427449,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6701061,140.0427449",,,
千葉→幕張本郷,148,1646555193,35.6701918,140.0426341,,3,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6701918,140.0426341",,,
千葉→幕張本郷,149,1535208758,35.6705154,140.0422646,,4,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.6705154,140.0422646",,,
